,Person,Responsibility,imdbID
31103,Takeshi Yoshida,teleplay,tt1611173
31104,Al Lewis,story,tt2158605
31105,Betty MacDonald,characters,tt2158605
31106,Tadeusz Borowski,stories,tt0065948
31107,Fran Walsh,screenplay,tt0903624
31108,Philippa Boyens,screenplay,tt0903624
31109,Peter Jackson,screenplay,tt0903624
31110,Guillermo del Toro,screenplay,tt0903624
31111,J.R.R. Tolkien,novel,tt0903624
31112,Rube Goldberg,cartoon,tt0347295
31113,Jay Proctor,concept,tt3088200
31114,Oliver Drake,adaptation,tt0023428
31115,Ethel Hill,continuity,tt0023428
31116,Frederick Ryter,story,tt0023428
31117,Sameer Abdul,screenplay and dialogue,tt5447136
31118,Rohith V.S.,story,tt5447136
31119,Ellen Collett,story,tt0088393
31120,Frederick Bailey,screenplay,tt0088393
31121,Cameron Frankley,creator: sandman dialogue,tt0088393
31122,Keith Mortimer,creator: sandman dialogue,tt0088393
31123,Joseph Williams,creator: sandman dialogue,tt0088393
31124,Frank Wolfe,creator: sandman dialogue,tt0088393
31125,Miguel Angel Hurtado,writer & dialogue,tt1537968
31126,Jerome Cady,screenplay,tt0031314
31127,Dalton Trumbo,screenplay,tt0031314
31128,Nathanael West,screenplay,tt0031314
31129,Richard Carroll,story,tt0031314
31130,Kazimierz Kozniewski,novel,tt0047351
31131,Kazimierz Kozniewski,screenplay,tt0047351
31132,Gordon Farr,creator,tt0457962
31133,Arnold Kane,creator,tt0457962
31134,Will Lautzenheiser,screenplay,tt1308647
31135,Bret Lott,novel,tt1308647
31136,Suzi Ryder,screenplay,tt1308647
31137,Purnendu Pattrea,screenplay,tt0252018
31138,Claire Tomalin,book,tt1700845
31139,Jack Scholl,screenplay,tt0240874
31140,Louis D. Lighton,adaptation,tt0015030
31141,Hope Loring,adaptation,tt0015030
31142,Mary Roberts Rinehart,novel,tt0015030
31143,Raymond L. Schrock,adaptation,tt0015030
31144,Jhemp Hoscheid,adaptation,tt2062495
31145,L.L. Foreman,novel,tt0046722
31146,Don Martin,screenplay,tt0046722
31147,Richard Powanda,screenplay,tt1387209
31148,Thomas Pynchon,novel,tt4800330
31149,José A. Bugliot,play,tt0178305
31150,Rafael José de Rosa,play,tt0178305
31151,Zac Coleman,story,tt3526222
31152,Craig Deering,additional story,tt3526222
31153,Scott Helfrich,additional story,tt3526222
31154,Hattie Bilson,original screenplay,tt0198422
31155,Albert Black,screenplay,tt0386088
31156,William Faulkner,story,tt0386088
31157,Lily Trayes,screenplay,tt0386088
31158,Tim Limon,story,tt1758733
31159,Charlotte Walton Ayres,story,tt0008531
31160,Micah Fitzerman-Blue,screenplay,tt1663147
31161,Noah Harpster,screenplay,tt1663147
31162,Tim O'Brien,novel,tt1663147
31163,Tobias Ellehammer,concept,tt6060238
31164,Hans Christian Andersen,story,tt1198407
31165,Maxine Fisher,script,tt1198407
31166,Joshua M. Greene,script,tt1198407
31167,Marek Buchwald,script,tt1198407
31168,Jamie Elliott,original story,tt1313096
31169,Felix Forsman,travelogue,tt2012578
31170,Oscar Rodriguez,story,tt4574498
31171,Tomomi Muramatsu,novel,tt0236345
31172,Dobroslav Chrobak,novel,tt0175581
31173,Jenna Guercio,story,tt2378063
31174,Michael Hogan,screenplay,tt0042474
31175,Robert Libott,screenplay,tt0042474
31176,Frank Burt,screenplay,tt0042474
31177,Rafael Sabatini,novel,tt0042474
31178,David Castell,screenplay,tt1112686
31179,Vasif Ongören,play,tt0264205
31180,Jackie Ruggiero-Jacobson,play,tt1367217
31181,Thomas L. Miller,story,tt0303246
31182,Irving Sunasky,screenplay,tt0303246
31183,Irving Sunasky,story,tt0303246
31184,Oscar Wilde,play,tt0238428
31185,Mario Monicelli,screenplay,tt0051396
31186,Martin L. Andersen,story,tt1220672
31187,Angela Soper,screenplay,tt1220672
31188,Brian Skiba,screenplay,tt1608626
31189,Craig Nachsin,story,tt1857921
31190,Rob Horwitz,screenplay,tt1857921
31191,Bret Harte,story,tt2310204
31192,Ed Schnabel,screenplay,tt2310204
31193,Gianni Rodari,fairy tale,tt0122494
31194,Shelly Altman,script,tt0122494
31195,Simon Begemann,screenplay,tt4250834
31196,Jan Jungbluth,screenplay,tt4250834
31197,Andreas Schultze,screenplay,tt4250834
31198,Sean Finley,story,tt2202650
31199,Gérard Brach,screenplay,tt0087682
31200,Andrey Konchalovskiy,screenplay,tt0087682
31201,Paul Zindel,screenplay,tt0087682
31202,Marjorie David,screenplay,tt0087682
31203,Nicole de Buron,scenario,tt0150211
31204,Nicole de Buron,adaptation,tt0150211
31205,Robert Pouret,adaptation,tt0150211
31206,Rudolph Dirks,comic strip The Katzenjammer Kids,tt0365784
31207,Alison Hodgson Richards,story,tt3158992
31208,Tim Binding,novel,tt4081060
31209,Hal Roach,story,tt0817302
31210,Moosa Saleem,screenplay,tt3908834
31211,Erik C. Bloomquist,screenplay,tt2049489
31212,Hie Kang,screenplay,tt0189370
31213,Hong-joon Kim,screenplay,tt0189370
31214,Jeong-wook Lee,screenplay,tt0189370
31215,Joe Stultz,story,tt0150876
31216,Larry Riley,story,tt0150876
31217,Hans Rameau,novel,tt0051192
31218,Drew Glick,creator,tt2153778
31219,Owen Davis,play,tt0006302
31220,Margaret Mazzantini,novel,tt4114456
31221,Margaret Mazzantini,screenplay,tt4114456
31222,Al Christie,scenario,tt0477668
31223,Mayur Puri,dialogue,tt1223922
31224,Timothy Balme,screenplay,tt1587259
31225,Phil Kawana,short story,tt1587259
31226,Renae Maihi,screenplay,tt1587259
31227,Katie Wolfe,screenplay,tt1587259
31228,Robert Barr,adaptation,tt0294968
31229,H.G. Wells,story,tt0294968
31230,Marco Ferreri,scenario,tt0086410
31231,Sergio Amidei,scenario,tt0086410
31232,Charles Bukowski,book,tt0086410
31233,Sergio Amidei,adaptation,tt0086410
31234,Marco Ferreri,adaptation,tt0086410
31235,Anthony Foutz,adaptation,tt0086410
31236,H.T. Gibson,serial,tt0342805
31237,Ben Barzman,screenplay,tt0049856
31238,José Luis Navarro,story,tt0061426
31239,José María Elorrieta,story,tt0061426
31240,José Luis Navarro,screenplay,tt0061426
31241,Maarten van den Broek,contributing writer,tt5803528
31242,Marie Kiebert,contributing writer,tt5803528
31243,Niki Smit,novel,tt5803528
31244,Crichton E.M. Miller,book,tt1425935
31245,Eric Eisenbrey,story,tt1051981
31246,Todd Stephens,screenplay,tt1051981
31247,Todd Stephens,story,tt1051981
31248,Ilan Frizler,original idea,tt4721080
31249,Jesse Katz,based upon an article by,tt3692594
31250,Josephine Eddy,story,tt1550671
31251,Bronwyn Ellis,story,tt1550671
31252,Hugh Griffiths,story,tt1550671
31253,Clements Ripley,screen play,tt0030392
31254,Michael Jacoby,screen play,tt0030392
31255,Robert Buckner,screen play,tt0030392
31256,Lawrence Kimble,screen play,tt0030392
31257,Stephen Vincent Benet,based on a story by: Saturday Evening Post,tt0030392
31258,Laird Doyle,screen play,tt0028371
31259,John Cecil Holm,from the play by,tt0028371
31260,George Abbott,from the play by,tt0028371
31261,Robert Sickinger,screenplay,tt0125431
31262,Josh Winker,story,tt4967654
31263,Edgar Franklin,story,tt0011188
31264,C.B. Hoadley,scenario,tt0011188
31265,Jacob Palm,story,tt2257258
31266,Katherine Paterson,novel,tt0097608
31267,Akibor Emihian,screenplay,tt1463416
31268,Daniel Bryant,story,tt4319186
31269,Mile Stanisic,story,tt3756492
31270,Clint Clendenin,story,tt2951398
31271,Curt Clendenin,head writer,tt2951398
31272,Tim Metcalfe,characters,tt0110982
31273,Miguel Tejada-Flores,characters,tt0110982
31274,Steve Zacharias,characters,tt0110982
31275,Jeff Buhai,characters,tt0110982
31276,Howard Dimsdale,original screenplay,tt0038069
31277,Robert W. Chambers,novel,tt0007937
31278,John Harrigan,screenplay,tt2150487
31279,Hallie Meyers-Shyer,screenplay,tt0892387
31280,Charles Shyer,screenplay,tt0892387
31281,Larry Spencer,screenplay,tt0892387
31282,Kay Thompson,book,tt0892387
31283,Harriet Henry,novel,tt0023110
31284,Horace Jackson,screen play,tt0023110
31285,Mrs. Henry Wood,novel,tt1867537
31286,Hans-Christian Schmid,screenplay,tt0215681
31287,Michael Gutmann,screenplay,tt0215681
31288,Benjamin Lebert,novel,tt0215681
31289,Kumaar,lyrics,tt1964886
31290,Prashant Bhilare,screenplay,tt4304902
31291,Patricia Hartmann,novel,tt4773798
31292,Mrs. Sidney Drew,play,tt0004335
31293,Martin Prakkat,screenplay,tt5082014
31294,Unni R.," screenplay",tt5082014
31295,Unni R.,dialogue,tt5082014
31296,Unni R.,story,tt5082014
31297,Leslie Howard Gordon,novel,tt0013316
31298,Leslie Howard Gordon,screenplay,tt0013316
31299,Michael Melzer,story,tt1999835
31300,Javier Saenz,story,tt1999835
31301,Marie Valero,story,tt1999835
31302,Deepak Gawade,story,tt3750994
31303,Philippe Claudel,screenplay,tt2231630
31304,Ramkumar Singh,story,tt1876259
31305,Shahad Ameen,story,tt3689378
31306,Uwe Wilhelm,screenplay,tt1512230
31307,Najaa Young,story,tt2376726
31308,Olufemi Young,story,tt2376726
31309,Sadegh Hedayat,novel,tt2166269
31310,Berne Giler,screenplay,tt0064664
31311,Berne Giler,story,tt0064664
31312,Dorothy Otnow Lewis,inspiration,tt0460959
31313,Greg Stechman,story,tt0460959
31314,David Hoffman,script,tt1562929
31315,Edward Anhalt,screenplay,tt0073345
31316,Carter Crocker,original story,tt5688028
31317,Geoff Schroeder,scriptwriter,tt5688028
31318,Edmond Seward,screenplay,tt0040489
31319,Tim Ryan,screenplay,tt0040489
31320,Gerald Schnitzer,screenplay,tt0040489
31321,Jerome T. Gollard,suggested by a story by,tt0040489
31322,Gordon Malherbe Hillman,story,tt0031392
31323,John Twist,screen play,tt0031392
31324,Lucas Boyle,screenplay,tt3526354
31325,Aaron Hudson,story,tt3526354
31326,Eli Gershzon,story,tt3211204
31327,Jim DeVault,screenplay,tt2571146
31328,Tommy Fletcher,story,tt4432122
31329,Luigi Salerno,screenplay,tt4109044
31330,Scott Darling,story,tt0477678
31331,Barry Barringer,story,tt0030228
31332,René Cardona Jr.,story and adaptation,tt0063090
31333,René Cardona,story and adaptation,tt0063090
31334,Lillian Case Russell,story,tt0157406
31335,Vanessa Mitchell,screenplay,tt1350511
31336,On Szeto,screenplay,tt0066021
31337,George Barr McCutcheon,novel,tt0011060
31338,José Luis Merino,screenplay,tt0254453
31339,José Luis Merino,story,tt0254453
31340,Harry Carey,story,tt0009811
31341,John Ford,story,tt0009811
31342,Peter Milne,story,tt0034279
31343,Peter Milne,screenplay,tt0034279
31344,Maurice Leo,screenplay,tt0034279
31345,Christine Berardo,teleplay,tt0240683
31346,Jay Carver,screenplay,tt1493865
31347,Thelma Brooks,story,tt0127512
31348,Juan Duval,adaptation,tt0127512
31349,S. Edwin Graham,adaptation,tt0127512
31350,Terry Grey,story,tt0127512
31351,Tom Hubbard,narration,tt0127512
31352,Bert Hanlon,story,tt0024518
31353,Charlotte Miller,adaptation,tt0024518
31354,Marguerite Roberts,adaptation,tt0024518
31355,Beau Buchanan,script,tt0122905
31356,Jake Hudson,script,tt0122905
31357,Amanda Gronich,senior writer,tt1189387
31358,Dale Hale,story,tt0149998
31359,Gan Yamazaki,screenplay,tt2379548
31360,Wallace Shawn,script,tt1769359
31361,Tatsuo Kobayashi,screenplay,tt5185772
31362,Chelsea Rivera,screenplay,tt5334518
31363,Henri-Georges Clouzot,adaptation,tt0031010
31364,Maurice Donnay,play,tt0031010
31365,Carlo Rim,dialogue,tt0031010
31366,Carlo Rim,screenplay,tt0031010
31367,Elmer Clifton,story and screenplay,tt0036305
31368,Mario O'Hara,story,tt0412473
31369,Mario O'Hara,screenplay,tt0412473
31370,Sylvia Toy St. Louis,story,tt5270784
31371,Allen Douglas Brodie,scenario,tt0492231
31372,Karl Mitchell,story,tt6121198
31373,Alexi Tan,screenplay,tt1639822
31374,Cyrus Wood,story,tt2243104
31375,Eddie Forman,story,tt2243104
31376,Jack Henley,story,tt2243104
31377,Björn Perborg,story,tt1669828
31378,Andrew Sabiston,libretto,tt0449651
31379,Thomas A. 'Tad' Dorgan,story,tt0005836
31380,William E. Barrett,characters,tt0078968
31381,John McGreevey,teleplay,tt0078968
31382,Ralph Nelson,teleplay,tt0078968
31383,Jim Wheat,characters,tt0296572
31384,Ken Wheat,characters,tt0296572
31385,Toshio Shimao,novel,tt0131012
31386,Jean Cau,adaptation,tt0060271
31387,Roger Vadim,adaptation,tt0060271
31388,Claude Choublier,scenario collaborator,tt0060271
31389,Jean Cau,dialogue,tt0060271
31390,Émile Zola,novel,tt0060271
31391,Martin Åhlin,story,tt2058120
31392,Free Free,story,tt1744654
31393,Richard F. Outcault,comic strip,tt0199387
31394,Philip Daay,screenplay,tt4239974
31395,Ilyas Kaduji,screenplay,tt4239974
31396,Ilyas Kaduji,story,tt4239974
31397,Malcolm Winter,story,tt4239974
31398,Frederic Dannay,play,tt0028748
31399,Manfred Lee,play,tt0028748
31400,Lowell Brentano,play,tt0028748
31401,Bertram Millhauser,screenplay,tt0028748
31402,Adrian Brunel,dialogue,tt0185024
31403,Michael Foot,screenplay,tt0185024
31404,Michael Frank,commentary,tt0185024
31405,Frank Owen,screenplay,tt0185024
31406,George Worthing Yates,screenplay,tt0048215
31407,Harold Jacob Smith,screenplay,tt0048215
31408,George Worthing Yates,story,tt0048215
31409,Gleb Kaminer,story,tt1806829
31410,Ben Feleo,story,tt0065603
31411,Ben Feleo,screenplay,tt0065603
31412,Pierre L. Salas,screenplay,tt0065603
31413,Dwayne Avery,story,tt0065199
31414,James Brand,story,tt0065199
31415,Ward Hayes,scenario,tt0347578
31416,Ward Hayes,story,tt0347578
31417,Marcel Aymé,short story,tt4387428
31418,Russel Crouse,play,tt0046235
31419,Howard Lindsay,play,tt0046235
31420,Sidney Sheldon,screenplay,tt0046235
31421,Joseph Medill Patterson,novel,tt0005624
31422,Otis Turner,scenario,tt0005624
31423,Hobart Bosworth,scenario,tt0005624
31424,Roxanne Kratt,story,tt2033251
31425,John Peterson,book,tt0089272
31426,Joey Silvera,developed by,tt2924748
31427,Mads Brügger,original idea,tt6704066
31428,Niels Borchert Holm,research,tt6704066
31429,David Seger,creator,tt3152370
31430,Delbert Shoopman,creator,tt3152370
31431,Ken Ochalek,creator,tt3152370
31432,Victoria Muspratt,story,tt0116573
31433,Brendan Broderick,screenplay,tt0116573
31434,George Hulk,additional story,tt3122642
31435,Leonard Thimo,"project ""Ta Batsonia No 1 & No 2""",tt3122642
31436,Joanna Thorvaldson,story,tt2140313
31437,Meredith Davis,"story ""When Smith Meets Smith""",tt0015620
31438,Harvey Gates,adaptation,tt0015620
31439,Toto Hoedi,screenplay,tt1229781
31440,John Esmonde,additional material,tt0064044
31441,Simeon George,screenplay,tt0064044
31442,Bob Larbey,additional material,tt0064044
31443,Julian Symons,novel,tt0064044
31444,Kathy J. Liu,story,tt2955628
31445,Susan Cole,novel,tt0016121
31446,Ira Genet,dialogue,tt1107851
31447,Casey Bishop,novel,tt0091370
31448,Betty Black,novel,tt0091370
31449,Fran Lewis Ebeling,screenplay,tt0091370
31450,Paul Mason,screenplay,tt0091370
31451,Willard Mack,based upon a play by,tt0020503
31452,Harvey F. Thew,screenplay,tt0020503
31453,Gordon Rigby,screenplay,tt0020503
31454,De Leon Anthony,titles,tt0020503
31455,Jack Schaefer,short story,tt0122272
31456,Richard Collins,story,tt0038694
31457,Walter DeLeon,screenplay,tt0038694
31458,Paul Jarrico,story,tt0038694
31459,Henry Wadsworth Longfellow,poem,tt1895549
31460,Francesco Milizia,story,tt0076801
31461,Luciano Martino,story,tt0076801
31462,Francesco Milizia,screenplay,tt0076801
31463,Michele Massimo Tarantini,screenplay,tt0076801
31464,Wes Eisses,additional writer,tt2041528
31465,Miles Forster,additional writer,tt2041528
31466,Chelsea McCormack,creator,tt2041528
31467,C. Gardner Sullivan,story,tt0773063
31468,Travis Stevens,story,tt1285010
31469,Sean Hogan,screenplay,tt1285010
31470,Christine Conradt,screenplay,tt1285010
31471,Julio Alejandro,story,tt0155327
31472,Tito Davison,adaptation,tt0155327
31473,Reuben Gillmer,story,tt0324525
31474,Glen Brackenridge,screenwriter,tt1534808
31475,Marvin Frank,"story ""She Loves M",tt0070819
31476,Lord Byron,poem,tt0001311
31477,Samuel Peter Mellor,screenplay,tt4169476
31478,Rolf E. Vanloo,novel,tt0027681
31479,Robert A. Stemmle,screenplay,tt0027681
31480,Nora Sweeney,story,tt5575372
31481,Cliff McClelland,story,tt1269717
31482,Tom Zembrod,story,tt1269717
31483,Tom Pethick,screen story,tt4331626
31484,Ernest Denny,play,tt0026804
31485,Valentin Mandelstamm,novel,tt0011151
31486,Joel Lehtonen,novel,tt0121779
31487,Shawn Cain,story,tt1632713
31488,Melvin Millar,story,tt0032933
31489,George Barr McCutcheon,novel,tt0015832
31490,Walter Anthony,titles,tt0015832
31491,Douglas Z. Doty,adaptation,tt0015832
31492,Eugene Conrad,screenplay,tt0037110
31493,Edward Dein,adaptation,tt0037110
31494,Patricia Harper,"story ""My Baby Loves Music""",tt0037110
31495,Matthew Brandeburg,contributing writer,tt1694008
31496,Viggo Cavling,novel,tt0308708
31497,Anita Loos,story,tt0256713
31498,An-na Lin,story,tt1854380
31499,Tsai-min Sun,screenplay,tt1854380
31500,Jenny Bicks,screenplay by,tt1485796
31501,Bill Condon,screenplay by,tt1485796
31502,Jenny Bicks,story by,tt1485796
31503,Dwayne Coles,original screenplay,tt0831338
31504,John Abraham,screenplay,tt0090634
31505,John Abraham,story,tt0090634
31506,Marty Ross,screenplay,tt0090904
31507,Marty Ross,story,tt0090904
31508,Dario Rubens Dovico,author,tt1429098
31509,Eva Rubio,script,tt0337054
31510,María José de la Rosa,idea,tt0337054
31511,Rasmus Heisterberg,screenplay,tt0965411
31512,Søren Kragh-Jacobsen,screenplay,tt0965411
31513,Søren Lassen,novel,tt0965411
31514,Frank Lloyd,screenplay,tt0009726
31515,Frank Lloyd,story,tt0009726
31516,Ben Ames Williams,novel,tt0096285
31517,Timothy Bradshaw,teleplay,tt0096285
31518,Ludwig Bemelmans,book,tt1362552
31519,Carmelo Bene,novel,tt0063366
31520,Marcelo de Stefano Ramos Arizpe,story,tt5030584
31521,Kyle Pavlin,rewrite,tt4520392
31522,Riikka Ala-Harja,novel,tt1145449
31523,Lenka Hellstedt,screenplay,tt1145449
31524,Anya Beyersdorf,story,tt3005730
31525,Kensaku Sakai,screenplay,tt3075398
31526,Yutaka Ichikawa,screenplay,tt3075398
31527,Ceej Jones,creator,tt3678374
31528,Frederic S. Isham,play,tt0013672
31529,Max Marcin,play,tt0013672
31530,Doris Anderson,stories,tt1056413
31531,Nell Martin,adaptation,tt1056413
31532,Harrison Bryan,screenplay,tt4782094
31533,Matthew Ryan Hunter,screenplay,tt4782094
31534,Ben Stanton,screenplay,tt4782094
31535,Brandon Zelman,screenplay,tt4782094
31536,Barré Lyndon,screenplay,tt0037795
31537,Charles G. Booth,screenplay,tt0037795
31538,John Monks Jr.,screenplay,tt0037795
31539,Charles G. Booth,story,tt0037795
31540,Michael Dorris,book,tt0103886
31541,Ann Beckett,teleplay,tt0103886
31542,Charlie Brady,screenplay,tt1773745
31543,Michael Tobias,novel,tt0171746
31544,Roderick Taylor,teleplay,tt0171746
31545,Bruce A. Taylor,teleplay,tt0171746
31546,Gar Anthony Haywood,teleplay,tt0171746
31547,Amanda Cherry,story,tt1461428
31548,Larz Bourne,story,tt0151344
31549,Edward Ludwig,story,tt0825312
31550,Pierre Boulle,characters,tt0394832
31551,Tiago Santos,original story,tt1043835
31552,António-Pedro Vasconcelos,original story,tt1043835
31553,Tiago Santos,screenplay,tt1043835
31554,Toshio Yasumi,story,tt0056975
31555,Kurt Johnstad,screenplay,tt2698672
31556,Orville H. Hampton,screenplay,tt0054489
31557,Jerry Sackheim,screenplay,tt0054489
31558,Ross Cramer,screenplay,tt0226381
31559,Derek Ford,story,tt0226381
31560,George Ade,story,tt0007914
31561,Charles J. McGuirk,scenario,tt0007914
31562,Matthew Dressel,story,tt0808304
31563,Erkki Lilja,story,tt4231572
31564,Lauri Manninen,story,tt4231572
31565,Sami Timonen,story,tt4231572
31566,Ari Karhunen,story,tt3207324
31567,Joonas Makkonen,story,tt3207324
31568,Jari Manninen,story,tt3207324
31569,Esteri Orjasniemi,story,tt3207324
31570,Oskari Rantamaula,story,tt3207324
31571,Lisa Marie Cacace,screenplay,tt1553216
31572,Peilin Kuo,story,tt1553216
31573,Paul Bryers,screenplay,tt0815455
31574,Mark Rogers,screenplay,tt0815455
31575,Samuel Bischoff,story,tt0179513
31576,Haris Gotzamanidis,concept,tt5020692
31577,Ilias Mihalolias,concept,tt5020692
31578,Alberto Colombo,screenplay,tt1552724
31579,René Goscinny,comic book,tt0463872
31580,Albert Uderzo,comic book,tt0463872
31581,Thomas Langmann,screenplay,tt0463872
31582,Olivier Dazat,screenplay,tt0463872
31583,Alexandre Charlot,screenplay,tt0463872
31584,Franck Magnier,screenplay,tt0463872
31585,Alexandre Charlot,adaptation,tt0463872
31586,Franck Magnier,adaptation,tt0463872
31587,Thomas Langmann,adaptation,tt0463872
31588,Meng Ong,story,tt3460062
31589,Marie-Eve Signeyrole,screenplay,tt1572917
31590,Takuya Matsumoto,screenplay,tt1693663
31591,Roberto Jabor,screenplay,tt1728968
31592,Roberto Jabor,story,tt1728968
31593,W.P. Drury,story,tt0017910
31594,Rex Taylor,screen adaptation,tt1282478
31595,Arthur 'Pops' Momand,comic strip Keeping Up with the Joneses,tt0369525
31596,Hiroshi Tanaka,manga,tt3108210
31597,Sayaka Kuwamura,screenplay,tt3108210
31598,Arthur Hotaling,scenario,tt0438593
31599,Chris van Abkoude,book,tt0357959
31600,Maria Peters,scenario,tt0357959
31601,Kyôtarô Nishimura,based on the novel by,tt2153859
31602,Yoshimi Shinozaki,teleplay,tt2153859
31603,L. Frank Baum,novel,tt0345776
31604,Justin Dye,story,tt3437298
31605,Jacy Mairs,story,tt3437298
31606,Mike Rotman,screenplay,tt0218495
31607,Mike Rotman,story,tt0218495
31608,William Anthony McGuire,scenario,tt0436969
31609,Alan Michaels,screenplay,tt0260473
31610,Jeff Marc Grossman,story,tt3554314
31611,Edward Connor,story,tt0011926
31612,L. Frank Baum,novel,tt0022049
31613,Mark Joseph Peek,screen play,tt3094940
31614,Matthew A. Peters,story,tt3094940
31615,Felix Baumgartner,idea,tt3690562
31616,Gerald Salmina,idea,tt3690562
31617,Jerome Cady,story,tt0032916
31618,Jerome Cady,screenplay,tt0032916
31619,Fontaine Fox,comic strip,tt0244855
31620,Ronald Kirkbride,novel,tt0056021
31621,Wes Hurley,screenwriter,tt1555020
31622,Alex Bohs,story and screenplay,tt2660214
31623,Arabella Anderson,screenplay,tt2660214
31624,Marc Cushman,additional dialogue,tt0111397
31625,Samuel Benedict,story,tt0111397
31626,Sanami Suzuki,manga,tt5378290
31627,Kitaji Ishikawa,screenplay,tt5378290
31628,Wilfred Greatorex,script,tt1731157
31629,Barbara Noack,novel,tt0051235
31630,Alexander James Gilbert,developed by,tt4062762
31631,J.A. Lacy,story,tt1276370
31632,Lauri Konttori,story,tt2199269
31633,Taku Suzuki,screenwriter,tt2199269
31634,Janne Roivainen,screenwriter,tt2199269
31635,Tianyi Pan,screenwriter,tt2199269
31636,Antti Kemppainen,screenwriter,tt2199269
31637,Jean-Michel Boesch,screenwriter,tt2199269
31638,Solano Gaudite,story,tt5237822
31639,Drew Smith,story,tt3350820
31640,Rex Carlton,original story,tt5891062
31641,Joseph Green,original story,tt5891062
31642,Hank Huffman,screenplay,tt5891062
31643,Aviana Easter,head writer,tt2437512
31644,Cj Platinum,head writer,tt2437512
31645,Norihiro Yagi,manga,tt2402541
31646,Justin Huntly McCarthy,play,tt0011325
31647,Keigo Higashino,based on the novel by,tt1831833
31648,Izumi Kawasaki,screenplay,tt1831833
31649,Mildred Harrington,story,tt0029697
31650,Anthony Paul Kelly,scenario,tt0005416
31651,William Vaughn Moody,play,tt0005416
31652,Jacob Cooney,screenplay,tt3307774
31653,Brandon Trenz,screenplay,tt3307774
31654,Puneetchandra Sharrma,story,tt1865297
31655,Orin Jannings,screenplay,tt0052296
31656,Erich Maria Remarque,novel,tt0052296
31657,Henry Sucher,story,tt0036975
31658,Bernard Schubert,screenplay,tt0036975
31659,Henry Sucher,screenplay,tt0036975
31660,Edward Dein,screenplay,tt0036975
31661,Arthur Sukhonin,story,tt5124410
31662,Nico Woche,head writer,tt4363672
31663,Arthur Conan Doyle,story,tt0176144
31664,Gene Towne,story,tt0023811
31665,Wilson Kelly,story,tt6204262
31666,Forrest Halsey,screenplay,tt0020254
31667,Forrest Halsey,titles,tt0020254
31668,Fannie Hurst,"story ""Give the Little Girl a Hand""",tt0020254
31669,Christopher Ford,screenplay,tt1990314
31670,John Paxton,screenplay,tt0043560
31671,Joel Sayre,story,tt0043560
31672,Dawn Furness,story,tt2004334
31673,Philip Shotton,story,tt2004334
31674,Drew Carey,creator,tt0297364
31675,Bruce Helford,creator,tt0297364
31676,Jamie Bixby,created by,tt4340972
31677,Chase Johnston-Lynch,story,tt4340972
31678,Pawel Marczakowski,collaborating writer,tt4295786
31679,George Plimpton,book,tt0063410
31680,David Lindsay-Abaire,screenplay,tt0494238
31681,Cornelia Funke,novel,tt0494238
31682,Mordaunt Shairp,screenplay,tt0028499
31683,Henry Wadsworth Longfellow,poem,tt0028499
31684,Lucien Hustaix,scenario,tt1234713
31685,Jacques Marbeuf,scenario,tt1234713
31686,Alain Payet,scenario,tt1234713
31687,Eric Cross,play,tt0224021
31688,Harold Bartholomew,story,tt0296541
31689,Robert Anderson,screenplay,tt0053131
31690,Kathryn Hulme,book,tt0053131
31691,Mary Ernestine Gallati,script,tt1732693
31692,Pamela Jones,script,tt1732693
31693,Dean Hargrove,creator,tt0438502
31694,J.B. Priestley,original narrative by,tt0033621
31695,Angus MacPhail,screen play,tt0033621
31696,John Dighton,screen play,tt0033621
31697,Leslie Arliss,screen play,tt0033621
31698,Josef Orlandi,screenplay,tt3665884
31699,Francis Aïqui,creator,tt1329391
31700,Catherine Sorba,creator,tt1329391
31701,Giani Stuparich,novel,tt0074145
31702,Selwyn Jepson,story,tt0028488
31703,Fernanda Rossi,story,tt2113664
31704,Neil Paterson,screenplay,tt0048810
31705,Hanxiong Bo,story,tt3499282
31706,Geoffrey Fletcher,screenplay,tt3263946
31707,David Grann,magazine article,tt3263946
31708,Michael Downing,based upon the novel by,tt0910847
31709,Anna Derboghossian,story,tt1866100
31710,Jeff Clarke,adaptation,tt0892302
31711,George Arthur Durlam,screenplay,tt0034252
31712,Fred McConnell,story,tt0034252
31713,Ritch Yarber,screenplay,tt0459258
31714,Rob Grant,creator,tt0809454
31715,Doug Naylor,creator,tt0809454
31716,John W. Dunn,story,tt0148408
31717,Jess Carson,story editor,tt6913400
31718,Anthony Williams,screenplay,tt6913400
31719,Ivan Tasic,screenplay,tt2252150
31720,Kieran Ricketts,story,tt1581301
31721,Yôsuke Itô,screenplay,tt2325584
31722,Joseph Holland,scenario,tt0496072
31723,Claude Bernard-Aubert,screenplay,tt0185983
31724,Pascal Jardin,dialogue,tt0185983
31725,Josefien Fleuren,associate head writer,tt3531058
31726,Michel Kapteijns,head writer,tt3531058
31727,Jirí Stach,book,tt4511452
31728,Lumír Tucek,screenplay,tt4511452
31729,Lenka Uhlírová,book,tt4511452
31730,Aaron Dionne,story,tt2342077
31731,André Pieyre de Mandiargues,novel,tt0094932
31732,Leroy Kincaide,story,tt3814442
31733,Andrew Morton,book,tt0106715
31734,Stephen Zito,teleplay,tt0106715
31735,Joe Shuster,Superman created by,tt3329128
31736,Jerry Siegel,Superman created by,tt3329128
31737,Matthew Ragsdale,story,tt2076236
